date,temp,precip,wind_speed,wind_dir,state
2025-02-22,24.7,0.0,12.5,338.0,Chhattisgarh
2025-02-23,23.8,0.0,15.0,33.0,Chhattisgarh
2025-02-24,24.0,0.0,12.1,79.0,Chhattisgarh
2025-02-25,24.2,0.0,12.6,39.0,Chhattisgarh
2025-02-26,24.1,0.0,11.4,33.0,Chhattisgarh
2025-02-27,24.7,0.0,11.1,55.0,Chhattisgarh
2025-02-28,25.9,0.0,9.2,184.0,Chhattisgarh
2025-03-01,27.5,0.0,13.5,248.0,Chhattisgarh
2025-03-02,28.3,0.0,16.6,257.0,Chhattisgarh
2025-03-03,26.6,0.0,11.6,29.0,Chhattisgarh
2025-03-04,26.8,0.0,15.0,341.0,Chhattisgarh
2025-03-05,24.1,0.0,15.5,319.0,Chhattisgarh
2025-03-06,22.5,0.0,11.5,343.0,Chhattisgarh
2025-03-07,23.1,0.0,9.4,171.0,Chhattisgarh
2025-03-08,25.0,0.0,9.5,60.0,Chhattisgarh
2025-03-09,25.5,0.0,11.1,66.0,Chhattisgarh
2025-03-10,26.5,0.0,17.3,53.0,Chhattisgarh
2025-03-11,26.3,0.0,10.0,98.0,Chhattisgarh
2025-03-12,28.0,0.0,14.5,228.0,Chhattisgarh
2025-03-13,29.1,0.0,13.9,239.0,Chhattisgarh
2025-03-14,29.6,0.0,15.2,249.0,Chhattisgarh
2025-03-15,29.9,0.0,13.5,231.0,Chhattisgarh
2025-03-16,30.2,0.0,18.4,257.0,Chhattisgarh
2025-03-17,30.2,0.0,16.9,283.0,Chhattisgarh
2025-03-18,28.6,0.0,13.6,59.0,Chhattisgarh
2025-03-19,29.7,0.0,15.4,226.0,Chhattisgarh
2025-03-20,30.0,0.0,19.0,314.0,Chhattisgarh
2025-03-21,26.8,2.3,27.8,209.0,Chhattisgarh
2025-03-22,25.5,0.0,13.6,104.0,Chhattisgarh
2025-03-23,26.5,0.0,13.2,174.0,Chhattisgarh
2025-03-24,26.7,0.0,10.2,62.0,Chhattisgarh
2025-03-25,27.2,0.0,10.6,140.0,Chhattisgarh
2025-03-26,27.8,0.0,16.0,253.0,Chhattisgarh
2025-03-27,29.5,0.0,13.0,248.0,Chhattisgarh
2025-03-28,29.8,0.0,13.1,17.0,Chhattisgarh
2025-03-29,30.0,0.0,14.7,29.0,Chhattisgarh
2025-03-30,29.0,0.0,12.4,38.0,Chhattisgarh
2025-03-31,29.5,0.0,12.5,28.0,Chhattisgarh
2025-04-01,29.3,0.0,9.8,327.0,Chhattisgarh
2025-04-02,29.1,0.0,15.3,11.0,Chhattisgarh
2025-04-03,27.8,1.1,14.6,30.0,Chhattisgarh
2025-04-04,27.5,0.0,11.7,192.0,Chhattisgarh
2025-04-05,29.8,0.0,11.6,236.0,Chhattisgarh
2025-04-06,29.6,0.0,14.5,216.0,Chhattisgarh
2025-04-07,29.7,0.0,15.6,182.0,Chhattisgarh
2025-04-08,30.4,0.0,21.0,170.0,Chhattisgarh
2025-04-09,30.4,0.0,12.6,165.0,Chhattisgarh
2025-04-10,30.3,0.0,22.6,175.0,Chhattisgarh
2025-04-11,29.6,0.0,17.4,93.0,Chhattisgarh
2025-04-12,31.7,0.0,16.6,252.0,Chhattisgarh
2025-04-13,29.9,0.0,17.2,17.0,Chhattisgarh
2025-04-14,29.2,0.0,17.5,232.0,Chhattisgarh
2025-04-15,30.1,0.0,20.4,189.0,Chhattisgarh
2025-04-16,30.2,0.0,13.7,213.0,Chhattisgarh
2025-04-17,26.55576923076923,0.0,10.8,166.87637362637363,Chhattisgarh
2024-04-18,30.9,0.0,19.2,261.0,Goa
2024-04-19,31.0,0.2,14.8,258.0,Goa
2024-04-20,29.5,0.1,12.1,184.0,Goa
2024-04-21,29.9,0.0,16.6,251.0,Goa
2024-04-22,30.3,0.0,12.2,249.0,Goa
2024-04-23,31.0,0.0,15.1,259.0,Goa
2024-04-24,30.3,0.0,14.2,235.0,Goa
2024-04-25,30.4,0.0,13.4,251.0,Goa
2024-04-26,30.1,0.0,15.6,251.0,Goa
2024-04-27,30.7,0.0,15.4,237.0,Goa
2024-04-28,30.6,0.1,14.6,230.0,Goa
2024-04-29,30.7,0.0,14.6,250.0,Goa
2024-04-30,30.5,0.0,16.8,231.0,Goa
2024-05-01,30.3,0.0,13.8,268.0,Goa
2024-05-02,29.5,0.0,13.7,276.0,Goa
2024-05-03,29.2,0.0,14.4,284.0,Goa
2024-05-04,29.1,0.0,15.1,289.0,Goa
2024-05-05,29.9,0.2,15.3,291.0,Goa
2024-05-06,30.3,0.1,15.8,289.0,Goa
2024-05-07,30.1,0.0,15.2,290.0,Goa
2024-05-08,30.3,0.0,16.9,311.0,Goa
2024-05-09,30.4,0.0,16.9,296.0,Goa
2024-05-10,30.2,0.1,16.9,290.0,Goa
2024-05-11,30.7,0.6,17.6,280.0,Goa
2024-05-12,30.9,0.9,10.8,326.0,Goa
2024-05-13,30.9,0.5,12.2,267.0,Goa
2024-05-14,30.7,1.6,17.3,231.0,Goa
2024-05-15,30.7,0.1,12.3,281.0,Goa
2024-05-16,29.8,1.1,11.8,249.0,Goa
2024-05-17,29.7,11.3,10.8,293.0,Goa
2024-05-18,29.4,35.1,11.3,216.0,Goa
2024-05-19,28.3,27.4,11.2,192.0,Goa
2024-05-20,27.7,3.7,13.4,360.0,Goa
2024-05-21,28.8,7.2,13.0,347.0,Goa
2024-05-22,29.7,1.2,15.8,269.0,Goa
2024-05-23,29.5,21.0,13.1,325.0,Goa
2024-05-24,28.8,9.9,14.3,303.0,Goa
2024-05-25,29.1,1.8,14.5,300.0,Goa
2024-05-26,29.3,2.5,16.9,293.0,Goa
2024-05-27,29.0,1.9,16.0,276.0,Goa
2024-05-28,28.8,0.2,16.4,282.0,Goa
2024-05-29,29.2,1.8,17.1,291.0,Goa
2024-05-30,29.6,2.1,16.6,284.0,Goa
2024-05-31,29.6,2.2,14.9,306.0,Goa
2024-06-01,29.6,2.1,14.4,283.0,Goa
2024-06-02,29.3,11.3,13.1,279.0,Goa
2024-06-03,28.2,6.8,11.8,212.0,Goa
2024-06-04,27.1,12.7,9.4,208.0,Goa
2024-06-05,27.1,14.3,13.0,210.0,Goa
2024-06-06,27.2,14.5,10.6,248.0,Goa
2024-06-07,25.1,31.4,7.0,224.0,Goa
2024-06-08,24.6,74.8,11.1,174.0,Goa
2024-06-09,24.4,45.7,10.7,163.0,Goa
2024-06-10,24.7,14.9,13.8,198.0,Goa
2024-06-11,25.3,17.2,14.8,214.0,Goa
2024-06-12,24.7,13.5,12.6,192.0,Goa
2024-06-13,24.8,14.0,13.6,204.0,Goa
2024-06-14,25.3,6.5,10.8,209.0,Goa
2024-06-15,26.2,11.7,16.0,210.0,Goa
2024-06-16,25.8,23.6,13.8,195.0,Goa
2024-06-17,26.0,10.4,12.4,201.0,Goa
2024-06-18,25.9,12.4,14.7,211.0,Goa
2024-06-19,25.9,4.6,14.0,204.0,Goa
2024-06-20,25.1,53.8,14.5,191.0,Goa
2024-06-21,25.3,12.9,10.2,193.0,Goa
2024-06-22,25.4,7.1,16.2,200.0,Goa
2024-06-23,25.4,34.5,14.8,217.0,Goa
2024-06-24,25.5,32.4,17.3,218.0,Goa
2024-06-25,24.8,46.2,18.6,210.0,Goa
2024-06-26,25.1,59.6,19.2,215.0,Goa
2024-06-27,24.6,39.8,17.6,212.0,Goa
2024-06-28,24.5,33.4,13.4,179.0,Goa
2024-06-29,24.9,26.8,14.9,185.0,Goa
2024-06-30,24.6,29.1,13.9,177.0,Goa
2024-07-01,24.5,42.6,18.1,201.0,Goa
2024-07-02,25.4,37.5,22.1,207.0,Goa
2024-07-03,25.2,9.8,18.1,194.0,Goa
2024-07-04,24.7,12.2,13.9,191.0,Goa
2024-07-05,24.3,50.2,18.5,206.0,Goa
2024-07-06,24.2,36.3,17.1,198.0,Goa
2024-07-07,23.7,44.6,15.8,184.0,Goa
2024-07-08,24.3,17.2,12.6,191.0,Goa
2024-07-09,23.9,40.7,13.6,193.0,Goa
2024-07-10,24.4,48.0,12.2,196.0,Goa
2024-07-11,24.4,24.1,11.7,209.0,Goa
2024-07-12,24.2,40.9,15.3,214.0,Goa
2024-07-13,23.6,67.5,14.8,232.0,Goa
2024-07-14,24.3,81.5,17.0,251.0,Goa
2024-07-15,24.4,64.1,22.3,248.0,Goa
2024-07-16,24.4,49.7,18.8,243.0,Goa
2024-07-17,24.3,57.3,20.2,238.0,Goa
2024-07-18,24.6,70.0,18.8,250.0,Goa
2024-07-19,24.5,62.4,19.7,244.0,Goa
2024-07-20,24.4,47.5,18.2,238.0,Goa
2024-07-21,24.8,38.0,19.7,239.0,Goa
2024-07-22,24.7,46.7,17.1,245.0,Goa
2024-07-23,24.6,47.2,19.5,244.0,Goa
2024-07-24,24.8,49.6,19.4,246.0,Goa
2024-07-25,24.5,90.0,21.7,254.0,Goa
2024-07-26,24.6,86.1,18.4,268.0,Goa
2024-07-27,25.4,18.2,17.3,251.0,Goa
2024-07-28,24.7,35.4,16.6,252.0,Goa
2024-07-29,24.3,66.4,12.8,241.0,Goa
2024-07-30,24.4,52.7,17.4,207.0,Goa
2024-07-31,24.2,37.5,11.5,208.0,Goa
2024-08-01,23.9,44.1,13.8,228.0,Goa
2024-08-02,24.1,23.7,13.7,206.0,Goa
2024-08-03,24.5,24.5,16.1,217.0,Goa
2024-08-04,24.1,24.1,14.8,192.0,Goa
2024-08-05,25.4,10.7,14.7,221.0,Goa
2024-08-06,25.1,9.6,14.2,236.0,Goa
2024-08-07,24.4,21.9,9.8,244.0,Goa
2024-08-08,25.3,16.2,12.7,266.0,Goa
2024-08-09,25.1,10.7,11.5,251.0,Goa
2024-08-10,25.6,5.2,13.0,287.0,Goa
2024-08-11,26.1,2.1,15.8,303.0,Goa
2024-08-12,26.7,1.0,15.4,311.0,Goa
2024-08-13,27.5,1.1,14.5,313.0,Goa
2024-08-14,27.3,2.1,16.5,310.0,Goa
2024-08-15,26.4,20.5,10.9,292.0,Goa
2024-08-16,26.6,17.5,13.4,331.0,Goa
2024-08-17,26.7,9.3,11.9,299.0,Goa
2024-08-18,26.7,9.8,9.4,244.0,Goa
2024-08-19,26.7,7.6,10.8,209.0,Goa
2024-08-20,26.1,10.5,7.7,203.0,Goa
2024-08-21,26.8,12.3,14.6,181.0,Goa
2024-08-22,26.0,3.6,24.3,186.0,Goa
2024-08-23,25.6,10.9,16.9,196.0,Goa
2024-08-24,24.4,37.7,18.3,222.0,Goa
2024-08-25,24.3,48.9,15.0,238.0,Goa
2024-08-26,23.7,41.4,15.3,213.0,Goa
2024-08-27,23.9,48.6,19.8,192.0,Goa
2024-08-28,23.9,39.5,15.2,215.0,Goa
2024-08-29,24.8,9.7,13.6,216.0,Goa
2024-08-30,24.7,9.5,12.4,269.0,Goa
2024-08-31,24.1,13.9,10.9,275.0,Goa
2024-09-01,24.2,18.8,11.0,326.0,Goa
2024-09-02,23.9,15.2,11.3,189.0,Goa
2024-09-03,24.4,13.8,11.7,216.0,Goa
2024-09-04,24.6,8.3,13.7,252.0,Goa
2024-09-05,24.9,8.8,15.9,250.0,Goa
2024-09-06,24.8,10.8,13.0,265.0,Goa
2024-09-07,24.9,12.3,12.3,243.0,Goa
2024-09-08,24.4,17.5,14.5,225.0,Goa
2024-09-09,24.4,20.0,12.4,226.0,Goa
2024-09-10,25.2,6.1,15.8,221.0,Goa
2024-09-11,24.7,7.9,14.1,204.0,Goa
2024-09-12,25.0,3.5,11.5,208.0,Goa
2024-09-13,24.7,3.9,12.6,218.0,Goa
2024-09-14,25.0,6.3,15.8,225.0,Goa
2024-09-15,25.2,5.1,12.6,228.0,Goa
2024-09-16,25.0,4.6,13.7,282.0,Goa
2024-09-17,25.2,1.9,14.4,291.0,Goa
2024-09-18,24.9,3.5,13.8,243.0,Goa
2024-09-19,24.9,2.9,9.7,202.0,Goa
2024-09-20,25.5,6.5,10.6,212.0,Goa
2024-09-21,25.8,1.6,12.3,241.0,Goa
2024-09-22,25.4,20.6,14.8,292.0,Goa
2024-09-23,25.4,39.6,14.4,292.0,Goa
2024-09-24,24.9,38.0,14.8,256.0,Goa
2024-09-25,24.8,14.3,11.7,244.0,Goa
2024-09-26,25.2,12.5,16.8,242.0,Goa
2024-09-27,24.9,16.7,13.1,214.0,Goa
2024-09-28,25.5,1.3,11.9,246.0,Goa
2024-09-29,26.4,4.6,11.8,321.0,Goa
2024-09-30,26.6,3.4,5.0,359.0,Goa
2024-10-01,26.7,2.0,7.3,179.0,Goa
2024-10-02,26.0,7.7,11.7,183.0,Goa
2024-10-03,25.6,2.1,7.9,50.0,Goa
2024-10-04,25.9,3.7,10.6,267.0,Goa
2024-10-05,25.8,4.0,9.8,358.0,Goa
2024-10-06,25.8,12.1,7.0,132.0,Goa
2024-10-07,26.1,14.0,9.5,265.0,Goa
2024-10-08,25.4,34.9,8.3,256.0,Goa
2024-10-09,25.2,33.0,10.0,93.0,Goa
2024-10-10,25.8,16.5,14.9,150.0,Goa
2024-10-11,25.9,6.4,17.5,164.0,Goa
2024-10-12,26.1,13.9,8.4,131.0,Goa
2024-10-13,25.7,7.7,7.2,175.0,Goa
2024-10-14,26.2,9.5,11.9,264.0,Goa
2024-10-15,24.8,7.5,5.7,342.0,Goa
2024-10-16,24.9,16.2,5.4,54.0,Goa
2024-10-17,24.8,18.0,10.1,140.0,Goa
2024-10-18,25.2,5.5,12.9,161.0,Goa
2024-10-19,25.4,9.7,5.6,106.0,Goa
2024-10-20,25.8,10.5,8.1,84.0,Goa
2024-10-21,25.1,12.2,5.4,107.0,Goa
2024-10-22,25.9,13.8,7.6,64.0,Goa
2024-10-23,25.9,12.6,9.2,23.0,Goa
2024-10-24,26.1,3.8,9.1,25.0,Goa
2024-10-25,25.7,1.3,9.2,275.0,Goa
2024-10-26,25.4,1.3,9.4,46.0,Goa
2024-10-27,25.0,3.2,10.3,88.0,Goa
2024-10-28,25.4,5.7,8.1,160.0,Goa
2024-10-29,25.4,1.6,8.7,170.0,Goa
2024-10-30,25.3,17.8,5.7,74.0,Goa
2024-10-31,26.0,8.7,7.0,310.0,Goa
2024-11-01,25.6,3.4,7.3,87.0,Goa
2024-11-02,25.7,2.5,6.9,38.0,Goa
2024-11-03,27.6,0.2,8.7,104.0,Goa
2024-11-04,26.4,0.4,13.0,204.0,Goa
2024-11-05,26.0,0.0,17.3,102.0,Goa
2024-11-06,26.1,0.0,10.9,65.0,Goa
2024-11-07,26.3,0.0,11.9,63.0,Goa
2024-11-08,26.8,0.0,14.6,83.0,Goa
2024-11-09,27.0,0.0,13.5,89.0,Goa
2024-11-10,26.8,0.0,15.0,50.0,Goa
2024-11-11,26.6,0.0,13.8,46.0,Goa
2024-11-12,27.0,0.0,10.1,76.0,Goa
2024-11-13,28.6,0.5,12.8,70.0,Goa
2024-11-14,27.1,11.6,15.1,87.0,Goa
2024-11-15,26.2,9.5,6.3,42.0,Goa
2024-11-16,27.7,1.0,10.6,63.0,Goa
2024-11-17,27.7,0.7,10.1,67.0,Goa
2024-11-18,27.3,0.0,14.3,65.0,Goa
2024-11-19,27.5,0.0,16.1,62.0,Goa
2024-11-20,26.0,0.0,15.1,80.0,Goa
2024-11-21,26.1,0.0,15.1,79.0,Goa
2024-11-22,25.8,0.0,13.5,69.0,Goa
2024-11-23,24.8,0.0,12.5,351.0,Goa
2024-11-24,25.6,0.0,10.7,67.0,Goa
2024-11-25,25.8,0.0,13.8,75.0,Goa
2024-11-26,25.9,0.0,12.7,50.0,Goa
2024-11-27,26.4,0.0,16.7,65.0,Goa
2024-11-28,24.4,0.0,18.1,58.0,Goa
2024-11-29,24.7,0.0,12.7,37.0,Goa
2024-11-30,25.9,0.0,17.7,2.0,Goa
2024-12-01,26.7,0.0,14.9,313.0,Goa
2024-12-02,26.2,2.8,6.7,327.0,Goa
2024-12-03,27.0,3.4,14.0,157.0,Goa
2024-12-04,26.8,0.8,13.9,188.0,Goa
2024-12-05,26.2,2.9,10.1,100.0,Goa
2024-12-06,26.0,0.6,7.2,47.0,Goa
2024-12-07,25.8,4.3,10.8,106.0,Goa
2024-12-08,25.4,3.2,10.7,159.0,Goa
2024-12-09,26.1,0.8,7.2,222.0,Goa
2024-12-10,26.1,0.4,8.9,16.0,Goa
2024-12-11,26.7,0.0,10.9,59.0,Goa
2024-12-12,26.1,0.0,11.4,54.0,Goa
2024-12-13,27.1,0.0,8.7,57.0,Goa
2024-12-14,27.5,0.0,17.8,77.0,Goa
2024-12-15,24.9,0.0,8.5,59.0,Goa
2024-12-16,23.6,0.0,7.8,59.0,Goa
2024-12-17,23.7,0.0,10.1,71.0,Goa
2024-12-18,23.2,0.0,11.5,20.0,Goa
2024-12-19,24.8,0.0,15.9,287.0,Goa
2024-12-20,24.6,0.0,11.2,307.0,Goa
2024-12-21,24.0,0.0,15.7,311.0,Goa
2024-12-22,24.1,0.0,11.0,319.0,Goa
2024-12-23,24.2,0.0,10.5,311.0,Goa
2024-12-24,24.4,0.1,10.8,257.0,Goa
2024-12-25,25.0,0.0,9.1,260.0,Goa
2024-12-26,26.2,0.0,14.4,49.0,Goa
2024-12-27,26.6,1.4,12.8,312.0,Goa
2024-12-28,26.3,0.0,18.3,198.0,Goa
2024-12-29,26.1,0.0,13.3,71.0,Goa
2024-12-30,26.2,0.0,12.4,79.0,Goa
2024-12-31,26.1,0.0,19.5,83.0,Goa
2025-01-01,24.9,0.0,9.9,78.0,Goa
2025-01-02,24.3,0.0,8.3,65.0,Goa
2025-01-03,24.1,0.0,8.1,72.0,Goa
2025-01-04,24.3,0.0,8.5,84.0,Goa
2025-01-05,24.2,0.0,12.1,89.0,Goa
2025-01-06,23.5,0.0,13.0,303.0,Goa
2025-01-07,23.5,0.0,17.2,108.0,Goa
2025-01-08,24.2,0.0,11.2,86.0,Goa
2025-01-09,24.7,0.0,18.7,89.0,Goa
2025-01-10,25.8,0.0,18.5,95.0,Goa
2025-01-11,25.0,0.0,14.3,271.0,Goa
2025-01-12,25.6,0.0,11.9,284.0,Goa
2025-01-13,26.0,0.0,16.1,108.0,Goa
2025-01-14,26.2,0.0,11.6,102.0,Goa
2025-01-15,27.2,0.0,12.1,88.0,Goa
2025-01-16,26.6,0.0,11.4,79.0,Goa
2025-01-17,27.4,0.0,11.4,77.0,Goa
2025-01-18,26.3,0.0,15.9,85.0,Goa
2025-01-19,26.9,0.0,15.4,84.0,Goa
2025-01-20,26.7,0.0,13.9,72.0,Goa
2025-01-21,25.5,0.0,18.4,19.0,Goa
2025-01-22,24.8,0.0,11.6,101.0,Goa
2025-01-23,25.0,0.0,15.8,206.0,Goa
2025-01-24,25.9,0.0,14.1,101.0,Goa
2025-01-25,25.7,0.0,12.1,85.0,Goa
2025-01-26,25.4,0.0,10.8,85.0,Goa
2025-01-27,24.9,0.0,16.2,99.0,Goa
2025-01-28,25.0,0.0,16.4,134.0,Goa
2025-01-29,25.4,0.0,15.6,32.0,Goa
2025-01-30,25.3,0.0,16.5,163.0,Goa
2025-01-31,25.5,0.0,14.3,275.0,Goa
2025-02-01,26.3,0.0,18.5,265.0,Goa
2025-02-02,25.8,0.0,14.7,252.0,Goa
2025-02-03,25.7,0.0,17.8,257.0,Goa
2025-02-04,25.7,0.0,15.5,265.0,Goa
2025-02-05,25.5,0.0,19.5,246.0,Goa
2025-02-06,25.8,0.0,18.6,183.0,Goa
2025-02-07,25.9,0.0,20.2,229.0,Goa
2025-02-08,26.0,0.0,16.8,120.0,Goa
2025-02-09,26.4,0.0,19.1,222.0,Goa
2025-02-10,27.0,0.0,18.8,155.0,Goa
2025-02-11,26.8,0.0,20.7,251.0,Goa
2025-02-12,27.0,0.0,19.4,260.0,Goa
2025-02-13,26.8,0.0,20.2,250.0,Goa
2025-02-14,26.5,0.0,18.5,246.0,Goa
2025-02-15,26.7,0.0,19.9,260.0,Goa
2025-02-16,27.4,0.0,20.5,177.0,Goa
2025-02-17,27.4,0.0,20.8,207.0,Goa
2025-02-18,26.9,0.0,14.2,239.0,Goa
2025-02-19,27.3,0.0,13.0,270.0,Goa
2025-02-20,27.0,0.0,14.5,241.0,Goa
2025-02-21,28.5,0.0,14.5,267.0,Goa
2025-02-22,28.4,3.1,14.3,259.0,Goa
2025-02-23,28.0,0.0,21.9,274.0,Goa
2025-02-24,28.5,0.0,19.5,88.0,Goa
2025-02-25,27.8,0.0,16.9,84.0,Goa
2025-02-26,28.7,0.0,17.1,83.0,Goa
2025-02-27,28.3,0.0,19.0,97.0,Goa
2025-02-28,28.5,0.0,18.6,89.0,Goa
2025-03-01,28.3,0.0,18.5,131.0,Goa
2025-03-02,28.6,0.0,25.5,215.0,Goa
2025-03-03,28.1,0.0,17.4,246.0,Goa
2025-03-04,28.9,0.0,23.6,206.0,Goa
2025-03-05,28.9,0.0,23.3,234.0,Goa
2025-03-06,28.2,0.0,22.5,253.0,Goa
2025-03-07,28.0,0.0,20.8,240.0,Goa
2025-03-08,27.3,0.0,15.9,260.0,Goa
2025-03-09,27.6,0.0,15.9,247.0,Goa
2025-03-10,29.2,0.0,21.0,130.0,Goa
2025-03-11,30.1,0.0,16.4,67.0,Goa
2025-03-12,29.7,0.0,22.0,179.0,Goa
2025-03-13,29.1,0.0,19.6,264.0,Goa
2025-03-14,28.9,0.0,15.7,260.0,Goa
2025-03-15,28.9,1.0,12.5,257.0,Goa
2025-03-16,29.0,0.0,16.8,234.0,Goa
2025-03-17,28.5,0.0,16.7,259.0,Goa
2025-03-18,28.6,0.0,16.0,244.0,Goa
2025-03-19,28.4,0.0,15.2,260.0,Goa
2025-03-20,28.4,0.0,15.4,240.0,Goa
2025-03-21,28.8,0.0,15.3,248.0,Goa
2025-03-22,27.4,0.0,16.0,269.0,Goa
2025-03-23,28.0,0.0,16.7,254.0,Goa
2025-03-24,28.8,0.0,16.2,287.0,Goa
2025-03-25,28.8,1.0,7.7,212.0,Goa
2025-03-26,28.5,1.3,9.7,283.0,Goa
2025-03-27,28.3,0.4,16.0,283.0,Goa
2025-03-28,28.4,0.0,14.9,276.0,Goa
2025-03-29,28.4,0.0,14.3,250.0,Goa
2025-03-30,28.8,1.1,13.2,239.0,Goa
2025-03-31,29.3,0.6,14.0,248.0,Goa
2025-04-01,29.8,0.0,14.2,225.0,Goa
2025-04-02,29.1,2.3,18.9,203.0,Goa
2025-04-03,28.1,1.9,13.0,241.0,Goa
2025-04-04,28.6,2.2,12.0,275.0,Goa
2025-04-05,29.0,8.6,18.5,215.0,Goa
2025-04-06,29.3,0.4,14.4,267.0,Goa
2025-04-07,29.8,0.6,13.1,289.0,Goa
2025-04-08,29.7,6.5,10.8,273.0,Goa
2025-04-09,30.0,2.2,10.6,241.0,Goa
2025-04-10,28.8,1.7,14.7,201.0,Goa
2025-04-11,28.6,2.5,12.0,207.0,Goa
2025-04-12,28.8,1.9,12.6,270.0,Goa
2025-04-13,28.9,0.0,16.0,304.0,Goa
2025-04-14,29.4,0.0,14.7,242.0,Goa
2025-04-15,29.6,0.0,13.4,247.0,Goa
2025-04-16,29.4,0.3,13.6,248.0,Goa
2025-04-17,26.534615384615385,0.0,3.2,200.89285714285714,Goa
2024-04-18,31.9,0.0,24.2,296.0,Gujarat
2024-04-19,29.7,0.0,23.7,291.0,Gujarat
2024-04-20,29.1,0.0,20.9,285.0,Gujarat
2024-04-21,28.7,0.0,19.6,289.0,Gujarat
2024-04-22,28.9,0.0,19.6,292.0,Gujarat
2024-04-23,29.6,0.0,17.8,288.0,Gujarat
2024-04-24,30.8,0.0,17.8,282.0,Gujarat
2024-04-25,30.6,0.0,19.9,271.0,Gujarat
2024-04-26,30.5,0.0,20.5,297.0,Gujarat
2024-04-27,31.5,0.0,17.3,302.0,Gujarat
2024-04-28,32.0,0.0,20.5,299.0,Gujarat
2024-04-29,31.8,0.0,19.1,296.0,Gujarat
2024-04-30,31.6,0.0,21.6,291.0,Gujarat
2024-05-01,31.0,0.0,21.7,290.0,Gujarat
2024-05-02,30.8,0.0,19.0,296.0,Gujarat
2024-05-03,31.6,0.0,20.9,288.0,Gujarat
2024-05-04,32.4,0.0,23.4,293.0,Gujarat
2024-05-05,30.5,0.1,22.7,286.0,Gujarat
2024-05-06,31.1,0.0,21.8,283.0,Gujarat
2024-05-07,32.7,0.0,25.1,283.0,Gujarat
2024-05-08,33.1,0.0,25.9,277.0,Gujarat
2024-05-09,32.9,0.0,20.9,243.0,Gujarat
2024-05-10,31.8,0.0,21.3,255.0,Gujarat
2024-05-11,32.1,0.0,24.1,263.0,Gujarat
2024-05-12,32.5,0.0,19.2,259.0,Gujarat
2024-05-13,31.3,0.4,15.5,247.0,Gujarat
2024-05-14,31.9,0.9,26.7,320.0,Gujarat
2024-05-15,32.5,0.0,17.1,284.0,Gujarat
2024-05-16,32.3,3.1,32.7,277.0,Gujarat
2024-05-17,34.2,0.0,19.0,302.0,Gujarat
2024-05-18,34.9,0.0,21.9,314.0,Gujarat
2024-05-19,34.4,0.0,26.8,303.0,Gujarat
2024-05-20,33.4,0.0,24.6,291.0,Gujarat
2024-05-21,33.9,0.0,20.5,290.0,Gujarat
2024-05-22,34.8,0.0,27.7,287.0,Gujarat
2024-05-23,34.1,0.0,28.4,284.0,Gujarat
2024-05-24,33.3,0.0,25.8,283.0,Gujarat
2024-05-25,33.1,0.0,26.5,277.0,Gujarat
2024-05-26,32.4,0.0,27.6,273.0,Gujarat
2024-05-27,32.9,0.0,30.5,269.0,Gujarat
2024-05-28,32.6,0.0,32.5,256.0,Gujarat
2024-05-29,31.6,0.0,28.9,241.0,Gujarat
2024-05-30,32.2,0.0,28.4,241.0,Gujarat
2024-05-31,32.0,0.0,27.7,239.0,Gujarat
2024-06-01,31.9,0.1,25.4,233.0,Gujarat
2024-06-02,32.9,0.0,23.5,246.0,Gujarat
2024-06-03,32.3,0.1,22.3,262.0,Gujarat
2024-06-04,32.0,0.0,26.0,257.0,Gujarat
2024-06-05,32.3,0.0,25.8,260.0,Gujarat
2024-06-06,32.3,0.0,26.9,283.0,Gujarat
2024-06-07,32.3,0.0,23.3,277.0,Gujarat
2024-06-08,32.0,0.0,22.5,275.0,Gujarat
2024-06-09,32.5,0.3,23.5,281.0,Gujarat
2024-06-10,32.4,0.0,23.9,280.0,Gujarat
2024-06-11,31.7,0.0,24.5,278.0,Gujarat
2024-06-12,31.8,0.0,23.9,268.0,Gujarat
2024-06-13,31.5,0.0,22.0,260.0,Gujarat
2024-06-14,31.8,0.0,19.1,244.0,Gujarat
2024-06-15,31.4,0.7,22.2,239.0,Gujarat
2024-06-16,31.2,2.1,19.3,236.0,Gujarat
2024-06-17,31.9,0.0,22.6,235.0,Gujarat
2024-06-18,30.7,2.1,22.9,234.0,Gujarat
2024-06-19,31.0,0.1,25.4,234.0,Gujarat
2024-06-20,31.4,0.1,29.2,228.0,Gujarat
2024-06-21,31.7,0.4,24.4,243.0,Gujarat
2024-06-22,32.1,0.4,18.6,275.0,Gujarat
2024-06-23,31.4,0.0,19.9,271.0,Gujarat
2024-06-24,30.1,3.5,19.1,274.0,Gujarat
2024-06-25,28.3,16.6,16.6,214.0,Gujarat
2024-06-26,29.8,8.1,28.1,152.0,Gujarat
2024-06-27,28.8,5.5,20.9,156.0,Gujarat
2024-06-28,27.4,120.2,22.3,190.0,Gujarat
2024-06-29,27.9,14.6,24.6,213.0,Gujarat
2024-06-30,26.3,53.7,23.2,215.0,Gujarat
2024-07-01,25.2,38.7,34.1,222.0,Gujarat
2024-07-02,27.2,27.3,31.4,237.0,Gujarat
2024-07-03,28.7,0.6,26.3,235.0,Gujarat
2024-07-04,28.2,1.5,21.3,238.0,Gujarat
2024-07-05,26.5,4.5,20.0,230.0,Gujarat
2024-07-06,28.2,0.4,28.3,234.0,Gujarat
